llave_plan_estudios,llave_facultad,llave_estudiante,estatus_estudiante,creditos,fecha_titulacion
27,10,1533,Titulado,290,2023-08-03
8,3,1534,Cursando,290,
13,4,1535,Cursando,139,
15,5,1536,Titulado,275,2016-08-07
9,3,1537,Baja,274,
33,12,1538,Cursando,311,
2,1,1539,Baja,64,
7,3,1540,Créditos completos,330,2019-08-03
6,3,1541,Cursando,90,
25,10,1542,Cursando,96,
17,6,1543,Cursando,12,
28,10,1544,Titulado,319,2017-08-07
2,1,1545,Cursando,111,
3,1,1546,Cursando,104,
20,7,1547,Cursando,167,
2,1,1548,Créditos completos,250,2020-08-03
33,12,1549,Cursando,101,
32,14,1550,Cursando,295,
25,10,1551,Créditos completos,290,2016-08-06
7,3,1552,Cursando,204,
5,2,1553,Cursando,155,
3,1,1554,Cursando,142,
21,8,1555,Cursando,92,
10,3,1556,Cursando,219,
28,10,1557,Créditos completos,319,2024-08-03
2,1,1558,Créditos completos,250,2017-08-04
22,8,1559,Créditos completos,290,2022-08-04
27,10,1560,Créditos completos,290,2016-08-04
22,8,1561,Cursando,22,
30,11,1562,Titulado,319,2025-09-21
10,3,1563,Cursando,309,
23,9,1564,Créditos completos,290,2024-08-03
12,4,1565,Cursando,197,
18,6,1566,Titulado,275,2020-08-03
5,2,1567,Titulado,250,2024-09-21
12,4,1568,Titulado,330,2016-08-04
1,1,1569,Titulado,250,2022-08-04
2,1,1570,Créditos completos,250,2025-09-21
24,10,1571,Cursando,220,
35,13,1572,Cursando,74,
5,2,1573,Créditos completos,250,2017-08-03
3,1,1574,Baja,58,
27,10,1575,Cursando,148,
17,6,1576,Créditos completos,275,2022-08-03
4,2,1577,Cursando,18,
12,4,1578,Cursando,174,
14,5,1579,Cursando,21,
32,14,1580,Cursando,159,
30,11,1581,Créditos completos,319,2022-08-04
16,6,1582,Titulado,275,2015-08-04
19,6,1583,Créditos completos,275,2026-08-03
13,4,1584,Créditos completos,275,2022-08-03
30,11,1585,Cursando,165,
2,1,1586,Cursando,179,
7,3,1587,Cursando,116,
14,5,1588,Cursando,106,
24,10,1589,Cursando,97,
12,4,1590,Cursando,119,
10,3,1591,Baja,129,
20,7,1592,Titulado,290,2019-08-05
35,13,1593,Titulado,200,2024-08-03
4,2,1594,Titulado,250,2026-09-21
11,3,1595,Créditos completos,330,2014-08-06
2,1,1596,Cursando,20,
29,10,1597,Cursando,221,
31,11,1598,Cursando,145,
4,2,1599,Cursando,105,
6,3,1600,Titulado,250,2018-08-07
7,3,1601,Cursando,176,
23,9,1602,Créditos completos,290,2024-09-21
26,10,1603,Titulado,290,2019-08-08
9,3,1604,Titulado,330,2016-08-06
9,3,1605,Créditos completos,330,2021-08-03
32,14,1606,Créditos completos,319,2021-08-05
24,10,1607,Créditos completos,290,2019-08-07
8,3,1608,Créditos completos,330,2019-08-05
17,6,1609,Titulado,275,2020-08-05
11,3,1610,Créditos completos,330,2020-08-03
33,12,1611,Baja,309,
21,8,1612,Créditos completos,290,2014-08-06
11,3,1613,Créditos completos,330,2024-09-21
27,10,1614,Créditos completos,290,2017-08-04
34,12,1615,Titulado,200,2024-08-03
8,3,1616,Baja,310,
28,10,1617,Créditos completos,319,2018-08-07
32,14,1618,Créditos completos,319,2018-08-03
3,1,1619,Titulado,250,2024-09-21
26,10,1620,Titulado,290,2019-08-07
23,9,1621,Cursando,260,
28,10,1622,Titulado,319,2020-08-08
35,13,1623,Cursando,168,
24,10,1624,Cursando,13,
25,10,1625,Cursando,185,
17,6,1626,Cursando,206,
25,10,1627,Créditos completos,290,2022-08-03
13,4,1628,Titulado,275,2015-08-06
4,2,1629,Baja,142,
23,9,1630,Titulado,290,2024-08-03
13,4,1631,Cursando,122,
12,4,1632,Titulado,330,2018-08-03
26,10,1633,Baja,262,
24,10,1634,Cursando,44,
13,4,1635,Cursando,255,
24,10,1636,Cursando,109,
14,5,1637,Cursando,170,
7,3,1638,Cursando,189,
3,1,1639,Titulado,250,2025-09-21
26,10,1640,Titulado,290,2019-08-08
21,8,1641,Titulado,290,2021-08-04
7,3,1642,Titulado,330,2015-08-04
2,1,1643,Créditos completos,250,2015-08-06
19,6,1644,Titulado,275,2016-08-04
34,12,1645,Titulado,200,2020-08-05
7,3,1646,Créditos completos,330,2021-08-04
23,9,1647,Titulado,290,2022-08-03
8,3,1648,Créditos completos,330,2014-08-06
35,13,1649,Créditos completos,200,2024-08-03
35,13,1650,Créditos completos,200,2020-08-03
23,9,1651,Titulado,290,2016-08-07
23,9,1652,Créditos completos,290,2020-08-03
26,10,1653,Titulado,290,2024-08-03
9,3,1654,Cursando,249,
29,10,1655,Titulado,319,2015-08-06
30,11,1656,Cursando,104,
18,6,1657,Titulado,275,2017-08-03
29,10,1658,Cursando,47,
21,8,1659,Cursando,162,
7,3,1660,Titulado,330,2020-08-05
25,10,1661,Cursando,90,
33,12,1662,Créditos completos,319,2018-08-03
13,4,1663,Cursando,14,
24,10,1664,Cursando,239,
25,10,1665,Cursando,145,
22,8,1666,Créditos completos,290,2020-08-03
24,10,1667,Créditos completos,290,2020-08-05
27,10,1668,Cursando,199,
5,2,1669,Créditos completos,250,2023-08-03
7,3,1670,Titulado,330,2014-08-06
30,11,1671,Titulado,319,2021-08-05
16,6,1672,Cursando,223,
18,6,1673,Cursando,148,
21,8,1674,Titulado,290,2015-08-06
14,5,1675,Créditos completos,275,2015-08-04
33,12,1676,Cursando,278,
12,4,1677,Titulado,330,2021-08-04
35,13,1678,Créditos completos,200,2022-08-04
22,8,1679,Cursando,252,
17,6,1680,Titulado,275,2022-08-04
19,6,1681,Cursando,86,
18,6,1682,Baja,105,
20,7,1683,Baja,279,
34,12,1684,Cursando,189,
11,3,1685,Créditos completos,330,2016-08-07
30,11,1686,Cursando,264,
1,1,1687,Titulado,250,2022-08-03
21,8,1688,Créditos completos,290,2020-08-03
1,1,1689,Titulado,250,2019-08-08
27,10,1690,Titulado,290,2018-08-04
1,1,1691,Cursando,39,
1,1,1692,Cursando,207,
14,5,1693,Cursando,9,
28,10,1694,Titulado,319,2020-08-05
27,10,1695,Cursando,187,
1,1,1696,Créditos completos,250,2021-08-04
24,10,1697,Créditos completos,290,2014-08-06
15,5,1698,Cursando,147,
7,3,1699,Cursando,299,
3,1,1700,Titulado,250,2023-08-04
4,2,1701,Titulado,250,2021-08-04
16,6,1702,Titulado,275,2018-08-07
5,2,1703,Cursando,97,
16,6,1704,Cursando,85,
27,10,1705,Cursando,139,
15,5,1706,Baja,141,
9,3,1707,Créditos completos,330,2016-08-06
34,12,1708,Créditos completos,200,2016-08-04
32,14,1709,Créditos completos,319,2017-08-04
29,10,1710,Titulado,319,2016-08-06
26,10,1711,Titulado,290,2016-08-06
13,4,1712,Créditos completos,275,2020-08-03
18,6,1713,Cursando,151,
35,13,1714,Titulado,200,2023-08-03
18,6,1715,Créditos completos,275,2022-08-03
12,4,1716,Créditos completos,330,2025-09-21
27,10,1717,Créditos completos,290,2019-08-04
34,12,1718,Titulado,200,2023-08-03
3,1,1719,Créditos completos,250,2018-08-07
23,9,1720,Cursando,116,
21,8,1721,Cursando,108,
33,12,1722,Cursando,90,
20,7,1723,Titulado,290,2022-08-03
23,9,1724,Cursando,43,
9,3,1725,Baja,170,
31,11,1726,Titulado,319,2022-08-04
22,8,1727,Créditos completos,290,2017-08-03
30,11,1728,Cursando,143,
23,9,1729,Cursando,30,
22,8,1730,Cursando,60,
4,2,1731,Cursando,150,
25,10,1732,Créditos completos,290,2018-08-08
27,10,1733,Titulado,290,2022-08-04
34,12,1734,Titulado,200,2025-09-21
2,1,1735,Titulado,250,2016-08-06
34,12,1736,Cursando,6,
12,4,1737,Titulado,330,2018-08-08
7,3,1738,Cursando,39,
30,11,1739,Cursando,55,
32,14,1740,Titulado,319,2022-08-08
21,8,1741,Cursando,191,
17,6,1742,Créditos completos,275,2019-08-05
21,8,1743,Titulado,290,2018-08-08
22,8,1744,Créditos completos,290,2015-08-04
21,8,1745,Créditos completos,290,2019-08-05
31,11,1746,Titulado,319,2018-08-03
22,8,1747,Cursando,186,
14,5,1748,Baja,109,
18,6,1749,Titulado,275,2021-08-04
18,6,1750,Cursando,181,
3,1,1751,Cursando,72,
26,10,1752,Titulado,290,2020-08-05
11,3,1753,Baja,21,
12,4,1754,Cursando,250,
5,2,1755,Cursando,202,
24,10,1756,Cursando,93,
33,12,1757,Cursando,240,
31,11,1758,Titulado,319,2022-08-03
33,12,1759,Titulado,319,2019-08-04
9,3,1760,Créditos completos,330,2020-08-08
29,10,1761,Créditos completos,319,2021-08-08
34,12,1762,Cursando,26,
20,7,1763,Baja,15,
6,3,1764,Cursando,100,
24,10,1765,Titulado,290,2019-08-03
19,6,1766,Titulado,275,2016-08-06
2,1,1767,Créditos completos,250,2022-08-03
5,2,1768,Créditos completos,250,2024-09-21
26,10,1769,Cursando,122,
26,10,1770,Titulado,290,2015-08-06
25,10,1771,Titulado,290,2023-08-03
5,2,1772,Cursando,142,
16,6,1773,Cursando,266,
13,4,1774,Titulado,275,2019-08-07
16,6,1775,Cursando,177,
8,3,1776,Titulado,330,2018-08-03
19,6,1777,Créditos completos,275,2021-08-04
25,10,1778,Créditos completos,290,2018-08-08
10,3,1779,Titulado,330,2016-08-07
6,3,1780,Cursando,156,
19,6,1781,Créditos completos,275,2024-08-03
16,6,1782,Titulado,275,2018-08-08
9,3,1783,Créditos completos,330,2014-08-06
7,3,1784,Cursando,329,
9,3,1785,Créditos completos,330,2017-08-03
23,9,1786,Créditos completos,290,2014-08-06
1,1,1787,Titulado,250,2019-08-05
30,11,1788,Cursando,60,
34,12,1789,Créditos completos,200,2016-08-04
16,6,1790,Créditos completos,275,2016-08-07
7,3,1791,Créditos completos,330,2017-08-03
2,1,1792,Cursando,184,
8,3,1793,Cursando,84,
30,11,1794,Créditos completos,319,2021-08-03
33,12,1795,Cursando,281,
9,3,1796,Créditos completos,330,2014-08-06
25,10,1797,Cursando,117,
31,11,1798,Baja,256,
28,10,1799,Cursando,216,
22,8,1800,Créditos completos,290,2020-08-03
24,10,1801,Créditos completos,290,2017-08-03
30,11,1802,Cursando,226,
26,10,1803,Cursando,4,
7,3,1804,Créditos completos,330,2018-08-03
3,1,1805,Cursando,164,
7,3,1806,Créditos completos,330,2019-08-08
35,13,1807,Cursando,200,
17,6,1808,Cursando,185,
30,11,1809,Cursando,110,
25,10,1810,Cursando,275,
14,5,1811,Cursando,14,
17,6,1812,Titulado,275,2025-09-21
3,1,1813,Créditos completos,250,2020-08-05
1,1,1814,Titulado,250,2019-08-05
12,4,1815,Cursando,82,
26,10,1816,Titulado,290,2026-09-21
13,4,1817,Titulado,275,2021-08-03
5,2,1818,Titulado,250,2019-08-08
7,3,1819,Créditos completos,330,2018-08-08
1,1,1820,Cursando,163,
27,10,1821,Cursando,258,
9,3,1822,Titulado,330,2022-08-03
10,3,1823,Titulado,330,2027-09-21
3,1,1824,Baja,167,
31,11,1825,Cursando,9,
16,6,1826,Titulado,275,2023-08-03
24,10,1827,Cursando,167,
6,3,1828,Titulado,250,2020-08-03
10,3,1829,Cursando,125,
18,6,1830,Titulado,275,2024-09-21
25,10,1831,Titulado,290,2021-08-04
9,3,1832,Cursando,173,
28,10,1833,Cursando,11,
17,6,1834,Cursando,178,
16,6,1835,Créditos completos,275,2016-08-07
16,6,1836,Cursando,242,
33,12,1837,Créditos completos,319,2021-08-03
21,8,1838,Titulado,290,2019-08-05
17,6,1839,Cursando,3,
30,11,1840,Créditos completos,319,2017-08-07
19,6,1841,Créditos completos,275,2021-08-04
29,10,1842,Créditos completos,319,2016-08-06
8,3,1843,Cursando,35,
32,14,1844,Cursando,250,
14,5,1845,Cursando,174,
14,5,1846,Cursando,86,
7,3,1847,Titulado,330,2021-08-04
2,1,1848,Créditos completos,250,2017-08-03
16,6,1849,Cursando,82,
31,11,1850,Titulado,319,2015-08-06
28,10,1851,Créditos completos,319,2022-08-05
9,3,1852,Cursando,209,
13,4,1853,Créditos completos,275,2014-08-06
28,10,1854,Créditos completos,319,2016-08-04
2,1,1855,Cursando,187,
22,8,1856,Titulado,290,2015-08-04
26,10,1857,Cursando,64,
27,10,1858,Titulado,290,2022-08-04
32,14,1859,Créditos completos,319,2024-08-03
5,2,1860,Cursando,119,
25,10,1861,Cursando,281,
26,10,1862,Créditos completos,290,2019-08-07
10,3,1863,Créditos completos,330,2016-08-04
12,4,1864,Cursando,261,
7,3,1865,Titulado,330,2024-09-21
20,7,1866,Créditos completos,290,2023-08-03
7,3,1867,Titulado,330,2019-08-05
17,6,1868,Créditos completos,275,2024-09-21
26,10,1869,Titulado,290,2021-08-05
28,10,1870,Cursando,57,
4,2,1871,Cursando,22,
11,3,1872,Créditos completos,330,2018-08-08
27,10,1873,Titulado,290,2021-08-03
7,3,1874,Titulado,330,2023-08-03
9,3,1875,Titulado,330,2017-08-03
21,8,1876,Titulado,290,2023-08-03
24,10,1877,Titulado,290,2021-08-04
14,5,1878,Créditos completos,275,2022-08-04
6,3,1879,Créditos completos,250,2021-08-04
29,10,1880,Cursando,286,
23,9,1881,Cursando,169,
29,10,1882,Titulado,319,2017-08-07
10,3,1883,Cursando,146,
12,4,1884,Cursando,151,
15,5,1885,Titulado,275,2022-08-04
2,1,1886,Titulado,250,2020-08-03
3,1,1887,Cursando,99,
26,10,1888,Cursando,96,
23,9,1889,Cursando,97,
8,3,1890,Titulado,330,2020-08-03
27,10,1891,Titulado,290,2022-08-04
8,3,1892,Titulado,330,2024-09-21
32,14,1893,Cursando,37,
14,5,1894,Titulado,275,2025-08-03
1,1,1895,Créditos completos,250,2016-08-07
25,10,1896,Cursando,136,
11,3,1897,Cursando,128,
19,6,1898,Cursando,218,
29,10,1899,Créditos completos,319,2018-08-03
35,13,1900,Créditos completos,200,2015-08-04
5,2,1901,Cursando,32,
13,4,1902,Titulado,275,2027-09-21
3,1,1903,Créditos completos,250,2017-08-04
21,8,1904,Cursando,213,
6,3,1905,Cursando,82,
12,4,1906,Titulado,330,2021-08-04
13,4,1907,Cursando,227,
17,6,1908,Cursando,188,
13,4,1909,Cursando,46,
29,10,1910,Cursando,257,
14,5,1911,Cursando,229,
7,3,1912,Créditos completos,330,2023-08-04
7,3,1913,Créditos completos,330,2016-08-07
10,3,1914,Créditos completos,330,2018-08-03
33,12,1915,Cursando,222,
23,9,1916,Cursando,23,
31,11,1917,Cursando,305,
13,4,1918,Titulado,275,2022-08-03
18,6,1919,Créditos completos,275,2018-08-08
35,13,1920,Titulado,200,2017-08-04
22,8,1921,Créditos completos,290,2014-08-06
4,2,1922,Titulado,250,2021-08-03
11,3,1923,Cursando,201,
23,9,1924,Cursando,107,
1,1,1925,Cursando,239,
18,6,1926,Titulado,275,2017-08-03
21,8,1927,Créditos completos,290,2020-08-03
28,10,1928,Titulado,319,2018-08-03
4,2,1929,Cursando,225,
14,5,1930,Titulado,275,2022-08-04
13,4,1931,Créditos completos,275,2016-08-07
7,3,1932,Titulado,330,2018-08-03
27,10,1933,Titulado,290,2017-08-06
5,2,1934,Cursando,247,
8,3,1935,Créditos completos,330,2015-08-06
34,12,1936,Titulado,200,2021-08-03
24,10,1937,Créditos completos,290,2015-08-04
16,6,1938,Titulado,275,2024-09-21
29,10,1939,Baja,39,
32,14,1940,Créditos completos,319,2021-08-03
16,6,1941,Cursando,74,
7,3,1942,Titulado,330,2023-08-03
14,5,1943,Titulado,275,2024-09-21
11,3,1944,Titulado,330,2021-08-05
21,8,1945,Cursando,19,
5,2,1946,Titulado,250,2019-08-05
35,13,1947,Titulado,200,2014-08-06
3,1,1948,Cursando,129,
10,3,1949,Créditos completos,330,2014-08-06
5,2,1950,Cursando,35,
32,14,1951,Titulado,319,2022-08-03
21,8,1952,Cursando,21,
3,1,1953,Baja,169,
3,1,1954,Titulado,250,2016-08-07
9,3,1955,Cursando,281,
34,12,1956,Cursando,193,
11,3,1957,Cursando,81,
25,10,1958,Cursando,268,
8,3,1959,Créditos completos,330,2015-08-04
5,2,1960,Créditos completos,250,2021-08-03
25,10,1961,Cursando,190,
27,10,1962,Cursando,279,
27,10,1963,Titulado,290,2016-08-06
13,4,1964,Titulado,275,2018-08-07
26,10,1965,Cursando,129,
5,2,1966,Titulado,250,2023-08-04
32,14,1967,Titulado,319,2022-08-04
6,3,1968,Créditos completos,250,2022-08-03
13,4,1969,Titulado,275,2022-08-03
13,4,1970,Cursando,226,
33,12,1971,Titulado,319,2015-08-06
2,1,1972,Créditos completos,250,2024-08-03
11,3,1973,Cursando,312,
35,13,1974,Titulado,200,2017-08-03
9,3,1975,Cursando,228,
9,3,1976,Titulado,330,2025-08-03
18,6,1977,Créditos completos,275,2018-08-07
10,3,1978,Cursando,246,
11,3,1979,Créditos completos,330,2021-08-04
13,4,1980,Créditos completos,275,2018-08-08
29,10,1981,Titulado,319,2028-09-21
2,1,1982,Titulado,250,2017-08-07
30,11,1983,Cursando,180,
16,6,1984,Cursando,209,
10,3,1985,Titulado,330,2024-08-03
9,3,1986,Créditos completos,330,2018-08-03
24,10,1987,Titulado,290,2025-08-03
18,6,1988,Cursando,113,
10,3,1989,Cursando,147,
34,12,1990,Titulado,200,2016-08-06
14,5,1991,Créditos completos,275,2023-08-03
18,6,1992,Baja,26,
16,6,1993,Cursando,235,
17,6,1994,Cursando,178,
11,3,1995,Cursando,86,
24,10,1996,Cursando,98,
30,11,1997,Cursando,136,
9,3,1998,Cursando,162,
4,2,1999,Créditos completos,250,2021-08-03
6,3,2000,Créditos completos,250,2020-08-03
11,3,2001,Titulado,330,2025-08-03
11,3,2002,Cursando,126,
4,2,2003,Créditos completos,250,2017-08-07
24,10,2004,Titulado,290,2016-08-07
1,1,2005,Créditos completos,250,2020-08-03
31,11,2006,Cursando,112,
25,10,2007,Baja,157,
4,2,2008,Créditos completos,250,2018-08-08
4,2,2009,Titulado,250,2023-08-03
11,3,2010,Titulado,330,2019-08-08
2,1,2011,Titulado,250,2015-08-04
11,3,2012,Cursando,258,
18,6,2013,Cursando,68,
12,4,2014,Cursando,249,
3,1,2015,Cursando,50,
11,3,2016,Créditos completos,330,2019-08-05
16,6,2017,Titulado,275,2016-08-04
24,10,2018,Cursando,49,
15,5,2019,Titulado,275,2024-08-04
21,8,2020,Titulado,290,2024-09-21
26,10,2021,Titulado,290,2026-09-21
16,6,2022,Titulado,275,2020-08-03
34,12,2023,Créditos completos,200,2017-08-07
29,10,2024,Titulado,319,2016-08-06
10,3,2025,Titulado,330,2016-08-04
26,10,2026,Créditos completos,290,2018-08-07
35,13,2027,Titulado,200,2022-08-03
30,11,2028,Cursando,135,
7,3,2029,Créditos completos,330,2022-08-03
28,10,2030,Créditos completos,319,2020-08-05
32,14,2031,Créditos completos,319,2020-08-05
1,1,2032,Cursando,188,
28,10,2033,Cursando,194,
9,3,2034,Titulado,330,2015-08-06
18,6,2035,Titulado,275,2026-08-03
11,3,2036,Cursando,43,
18,6,2037,Titulado,275,2021-08-04
12,4,2038,Cursando,175,
18,6,2039,Baja,208,
16,6,2040,Cursando,102,
29,10,2041,Créditos completos,319,2024-08-03
15,5,2042,Titulado,275,2024-09-21
24,10,2043,Créditos completos,290,2019-08-08
30,11,2044,Titulado,319,2026-08-03
11,3,2045,Titulado,330,2023-08-03
2,1,2046,Titulado,250,2023-08-03
18,6,2047,Cursando,29,
18,6,2048,Titulado,275,2014-08-06
33,12,2049,Cursando,2,
32,14,2050,Cursando,149,
11,3,2051,Créditos completos,330,2015-08-04
28,10,2052,Créditos completos,319,2024-08-03
6,3,2053,Créditos completos,250,2021-08-04
13,4,2054,Titulado,275,2020-08-03
5,2,2055,Cursando,170,
4,2,2056,Titulado,250,2016-08-07
18,6,2057,Titulado,275,2017-08-03
28,10,2058,Titulado,319,2015-08-06
14,5,2059,Cursando,89,
25,10,2060,Créditos completos,290,2019-08-05
20,7,2061,Cursando,210,
4,2,2062,Cursando,223,
4,2,2063,Cursando,55,
21,8,2064,Créditos completos,290,2018-08-03
24,10,2065,Cursando,123,
6,3,2066,Titulado,250,2018-08-08
4,2,2067,Cursando,84,
17,6,2068,Créditos completos,275,2021-08-05
12,4,2069,Titulado,330,2020-08-03
22,8,2070,Créditos completos,290,2020-08-03
31,11,2071,Titulado,319,2016-08-04
32,14,2072,Titulado,319,2020-08-05
9,3,2073,Cursando,218,
3,1,2074,Cursando,64,
28,10,2075,Cursando,101,
33,12,2076,Baja,303,
17,6,2077,Baja,213,
14,5,2078,Titulado,275,2021-08-04
1,1,2079,Cursando,75,
14,5,2080,Titulado,275,2023-08-03
23,9,2081,Cursando,144,
14,5,2082,Cursando,165,
28,10,2083,Cursando,252,
11,3,2084,Titulado,330,2023-08-03
26,10,2085,Titulado,290,2026-08-03
27,10,2086,Cursando,119,
9,3,2087,Baja,299,
13,4,2088,Titulado,275,2018-08-08
35,13,2089,Créditos completos,200,2020-08-03
12,4,2090,Créditos completos,330,2016-08-07
2,1,2091,Titulado,250,2014-08-06
7,3,2092,Cursando,325,
6,3,2093,Créditos completos,250,2024-09-21
30,11,2094,Créditos completos,319,2016-08-06
7,3,2095,Titulado,330,2024-09-21
4,2,2096,Créditos completos,250,2018-08-08
13,4,2097,Titulado,275,2014-08-06
33,12,2098,Créditos completos,319,2021-08-03
33,12,2099,Titulado,319,2017-08-07
2,1,2100,Créditos completos,250,2019-08-05
14,5,2101,Titulado,275,2022-08-04
6,3,2102,Créditos completos,250,2023-08-03
3,1,2103,Cursando,1,
35,13,2104,Baja,17,
24,10,2105,Cursando,192,
26,10,2106,Créditos completos,290,2023-08-03
5,2,2107,Cursando,231,
29,10,2108,Cursando,38,
15,5,2109,Titulado,275,2015-08-04
18,6,2110,Titulado,275,2016-08-07
16,6,2111,Créditos completos,275,2021-08-04
9,3,2112,Créditos completos,330,2022-08-04
30,11,2113,Créditos completos,319,2016-08-04
18,6,2114,Cursando,172,
10,3,2115,Titulado,330,2022-08-03
27,10,2116,Cursando,112,
1,1,2117,Cursando,28,
22,8,2118,Cursando,207,
4,2,2119,Cursando,247,
2,1,2120,Cursando,103,
28,10,2121,Cursando,143,
20,7,2122,Cursando,10,
20,7,2123,Créditos completos,290,2021-08-04
16,6,2124,Titulado,275,2017-08-07
10,3,2125,Cursando,279,
31,11,2126,Cursando,83,
34,12,2127,Cursando,141,
8,3,2128,Cursando,166,
12,4,2129,Cursando,131,
13,4,2130,Cursando,155,
19,6,2131,Cursando,13,
34,12,2132,Créditos completos,200,2026-08-03
26,10,2133,Titulado,290,2024-08-03
9,3,2134,Créditos completos,330,2025-08-03
17,6,2135,Titulado,275,2016-08-04
1,1,2136,Titulado,250,2022-08-03
13,4,2137,Cursando,245,
1,1,2138,Titulado,250,2017-08-07
5,2,2139,Cursando,225,
21,8,2140,Titulado,290,2022-08-03
6,3,2141,Cursando,178,
8,3,2142,Cursando,248,
9,3,2143,Titulado,330,2018-08-07
25,10,2144,Créditos completos,290,2015-08-04
17,6,2145,Titulado,275,2022-08-04
34,12,2146,Cursando,90,
8,3,2147,Créditos completos,330,2014-08-06
22,8,2148,Cursando,214,
16,6,2149,Titulado,275,2024-08-03
7,3,2150,Cursando,7,
12,4,2151,Créditos completos,330,2020-08-03
17,6,2152,Créditos completos,275,2023-08-03
11,3,2153,Titulado,330,2019-08-05
21,8,2154,Créditos completos,290,2021-08-04
1,1,2155,Créditos completos,250,2019-08-05
34,12,2156,Baja,33,
27,10,2157,Titulado,290,2017-08-07
18,6,2158,Titulado,275,2026-09-21
12,4,2159,Titulado,330,2014-08-06
19,6,2160,Titulado,275,2016-08-04
22,8,2161,Cursando,253,
11,3,2162,Cursando,239,
1,1,2163,Créditos completos,250,2020-08-08
29,10,2164,Titulado,319,2021-08-05
16,6,2165,Cursando,215,
26,10,2166,Cursando,182,
21,8,2167,Titulado,290,2024-09-21
34,12,2168,Créditos completos,200,2023-08-03
1,1,2169,Créditos completos,250,2019-08-05
12,4,2170,Titulado,330,2017-08-03
33,12,2171,Cursando,63,
34,12,2172,Titulado,200,2021-08-03
34,12,2173,Créditos completos,200,2016-08-04
13,4,2174,Cursando,173,
8,3,2175,Cursando,143,
16,6,2176,Titulado,275,2019-08-03
32,14,2177,Créditos completos,319,2026-09-21
8,3,2178,Titulado,330,2015-08-04
23,9,2179,Créditos completos,290,2023-08-03
24,10,2180,Titulado,290,2015-08-04
24,10,2181,Titulado,290,2019-08-05
2,1,2182,Baja,197,
23,9,2183,Titulado,290,2023-08-03
2,1,2184,Cursando,86,
33,12,2185,Créditos completos,319,2019-08-08
5,2,2186,Cursando,41,
1,1,2187,Cursando,210,
20,7,2188,Créditos completos,290,2020-08-05
20,7,2189,Titulado,290,2018-08-03
17,6,2190,Titulado,275,2024-09-21
30,11,2191,Titulado,319,2019-08-08
22,8,2192,Titulado,290,2017-08-03
12,4,2193,Créditos completos,330,2017-08-03
7,3,2194,Titulado,330,2015-08-04
32,14,2195,Créditos completos,319,2018-08-04
35,13,2196,Titulado,200,2016-08-04
7,3,2197,Titulado,330,2018-08-08
3,1,2198,Créditos completos,250,2015-08-06
7,3,2199,Cursando,306,
17,6,2200,Créditos completos,275,2022-08-04
20,7,2201,Titulado,290,2019-08-05
16,6,2202,Créditos completos,275,2017-08-04
33,12,2203,Cursando,143,
29,10,2204,Cursando,273,
3,1,2205,Titulado,250,2018-08-08
1,1,2206,Titulado,250,2015-08-04
28,10,2207,Baja,101,
18,6,2208,Titulado,275,2017-08-07
29,10,2209,Cursando,266,
11,3,2210,Titulado,330,2019-08-05
33,12,2211,Cursando,271,
24,10,2212,Cursando,253,
5,2,2213,Cursando,21,
27,10,2214,Cursando,262,
22,8,2215,Titulado,290,2019-08-05
32,14,2216,Baja,74,
2,1,2217,Créditos completos,250,2021-08-04
10,3,2218,Cursando,162,
3,1,2219,Créditos completos,250,2017-08-04
23,9,2220,Titulado,290,2021-08-05
26,10,2221,Créditos completos,290,2020-08-05
6,3,2222,Cursando,212,
29,10,2223,Cursando,217,
22,8,2224,Cursando,143,
4,2,2225,Cursando,141,
12,4,2226,Titulado,330,2022-08-03
13,4,2227,Baja,262,
22,8,2228,Cursando,245,
29,10,2229,Cursando,227,
35,13,2230,Titulado,200,2023-08-03
21,8,2231,Titulado,290,2019-08-05
12,4,2232,Cursando,278,
28,10,2233,Cursando,135,
35,13,2234,Créditos completos,200,2020-08-03
15,5,2235,Cursando,233,
25,10,2236,Titulado,290,2022-08-03
15,5,2237,Titulado,275,2020-08-03
11,3,2238,Titulado,330,2021-08-04
22,8,2239,Cursando,235,
15,5,2240,Créditos completos,275,2024-08-03
8,3,2241,Cursando,212,
8,3,2242,Cursando,312,
23,9,2243,Titulado,290,2016-08-07
9,3,2244,Titulado,330,2023-08-04
30,11,2245,Titulado,319,2022-08-04
28,10,2246,Cursando,180,
21,8,2247,Cursando,255,
5,2,2248,Cursando,212,
13,4,2249,Créditos completos,275,2022-08-03
31,11,2250,Cursando,283,
33,12,2251,Créditos completos,319,2025-09-21
12,4,2252,Créditos completos,330,2017-08-03
4,2,2253,Créditos completos,250,2025-09-21
6,3,2254,Titulado,250,2020-08-03
6,3,2255,Titulado,250,2021-08-04
18,6,2256,Créditos completos,275,2024-08-03
26,10,2257,Cursando,137,
23,9,2258,Créditos completos,290,2023-08-03
4,2,2259,Titulado,250,2019-08-05
22,8,2260,Cursando,258,
29,10,2261,Cursando,125,
7,3,2262,Créditos completos,330,2015-08-04
34,12,2263,Baja,126,
10,3,2264,Créditos completos,330,2021-08-03
23,9,2265,Cursando,33,
20,7,2266,Cursando,91,
22,8,2267,Cursando,263,
20,7,2268,Cursando,30,
12,4,2269,Cursando,58,
3,1,2270,Titulado,250,2020-08-05
26,10,2271,Baja,174,
8,3,2272,Baja,79,
35,13,2273,Titulado,200,2022-08-04
15,5,2274,Baja,78,
